sequence,AccelerometerX,AccelerometerY,AccelerometerZ
1188,1638,777,-3678
1189,1644,777,-3678
1190,1644,777,-3687
1191,1644,741,-3717
1192,1602,726,-3717
1193,1602,726,-3732
1194,1587,717,-3732
1195,1710,717,-3702
1196,1710,792,-3702
1197,1707,792,-3702
1198,1707,729,-3678
1199,1617,717,-3678
1200,1593,717,-3744
1201,1593,765,-3747
1202,1677,765,-3747
1203,1677,759,-3753
1204,1671,675,-3753
1205,1554,675,-3777
1206,1554,717,-3783
1207,1542,717,-3783
1208,1542,759,-3738
1209,1539,747,-3738
1210,1518,747,-3738
1211,1518,717,-3744
1212,1419,717,-3744
1213,1419,750,-3729
1214,1557,750,-3729
1215,1560,750,-3723
1216,1560,678,-3747
1217,1557,678,-3747
1218,1557,723,-3783
1219,1569,720,-3783
1220,1626,720,-3744
1221,1626,687,-3738
1222,1539,687,-3738
1223,1539,723,-3699
1224,1524,738,-3699
1225,1626,738,-3723
1226,1626,741,-3672
1227,1647,741,-3672
1228,1647,717,-3684
1229,1557,735,-3684
1230,1539,735,-3633
1231,1539,744,-3633
1232,1533,744,-3699
1233,1533,723,-3747
1234,1578,681,-3747
1235,1554,681,-3729
1236,1554,681,-3729
1237,1584,681,-3753
1238,1584,720,-3732
1239,1548,678,-3732
1240,1524,678,-3747
1241,1524,699,-3747
1242,1416,699,-3843
