sequence,AccelerometerX,AccelerometerY,AccelerometerZ
985,159,810,-3954
986,120,786,-3954
987,156,786,-4068
988,156,774,-4023
989,201,774,-4023
990,201,777,-4119
991,285,804,-4119
992,252,804,-4164
993,252,870,-4095
994,225,870,-4095
995,225,810,-4113
996,174,774,-4113
997,156,774,-4134
998,156,738,-4119
999,216,738,-4119
1000,216,768,-4029
1001,231,816,-4029
1002,195,816,-4038
1003,195,810,-4023
1004,114,810,-4023
1005,114,783,-4023
1006,63,777,-4023
1007,123,777,-3963
1008,123,795,-3969
1009,138,795,-3969
1010,138,792,-3960
1011,123,771,-3960
1012,141,771,-4044
1013,141,774,-4089
1014,159,774,-4089
1015,159,792,-4053
1016,123,780,-4053
1017,42,780,-4083
1018,42,747,-4185
1019,93,747,-4185
1020,93,759,-4149
1021,159,786,-4149
1022,195,786,-4065
1023,195,816,-4065
1024,129,816,-4065
1025,129,819,-4080
1026,84,741,-4080
1027,177,741,-4074
1028,177,717,-4065
1029,222,717,-4065
1030,222,738,-4053
1031,189,741,-4053
1032,222,741,-4059
1033,222,771,-3993
1034,180,771,-3993
1035,180,798,-4035
1036,114,765,-4035
1037,84,765,-4020
1038,84,696,-4020
1039,147,696,-4065
1040,147,720,-4038
1041,180,753,-4038
1042,141,753,-4038
1043,141,771,-4038
1044,54,771,-4008
1045,54,753,-3999
1046,21,714,-3999
1047,54,714,-4023
1048,54,729,-4023
1049,144,729,-4053
1050,144,747,-4005
1051,126,759,-4005
1052,126,759,-4059
1053,126,774,-4059
1054,60,774,-4053
1055,60,756,-4089
1056,102,750,-4089
1057,114,750,-4083
1058,114,774,-4080
1059,162,774,-4080
1060,162,783,-4074
1061,108,774,-4074
1062,138,774,-4068
1063,138,732,-4068
1064,84,732,-4083
1065,84,747,-4080
1066,90,777,-4080
1067,93,777,-4053
1068,93,792,-4053
1069,90,792,-4059
1070,90,747,-4023
1071,36,753,-4023
1072,27,753,-3984
1073,27,735,-3984
1074,111,735,-4068
1075,111,756,-4098
1076,78,741,-4098
1077,69,741,-4065
1078,69,759,-4065
1079,18,759,-4059
1080,18,747,-4068
1081,-24,771,-4068
1082,-30,771,-4095
1083,-30,750,-4095
1084,57,750,-4074
1085,57,738,-4023
1086,84,819,-4023
1087,33,819,-3990
1088,33,834,-3990
1089,3,834,-4044
1090,3,720,-4110
1091,3,726,-4110
1092,-48,726,-4065
1093,-48,729,-4065
1094,-18,729,-4104
1095,-18,804,-4164
1096,60,726,-4164
1097,108,726,-4110
1098,108,819,-4110
1099,-27,819,-4080
1100,-27,771,-4140
1101,-75,753,-4140
1102,-57,753,-4185
1103,-57,732,-4185
1104,-24,732,-4119
1105,-24,735,-4113
1106,33,771,-4113
1107,33,771,-4005
1108,33,789,-4005
1109,36,789,-3960
1110,36,750,-3963
